ID,Age,Height,Weight,Year,Event,F,M,Bronze,Gold,Silver,Medal_Earned,Olympic_Years,IEM,IEM_Bronze,IEM_Silver,IEM_Gold,ISM,ISM_Bronze,ISM_Silver,ISM_Gold,Opponents,OEM,OEM_Bronze,OEM_Silver,OEM_Gold,OSM,OSM_Bronze,OSM_Silver,OSM_Gold
3370,29.0,182.0,75.0,1988,"Equestrianism Mixed Three-Day Event, Individual",0,1,0,0,0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,2.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0
3462,25.0,171.0,70.0,2004,"Equestrianism Mixed Jumping, Individual",0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
3477,43.0,183.0,71.0,1976,"Equestrianism Mixed Three-Day Event, Individual",0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0
3505,33.0,170.0,69.0,1976,"Equestrianism Mixed Jumping, Individual",0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,4.0,1.0,1.0,2.0,4.0,1.0,1.0,2.0
3577,24.0,173.0,58.0,1964,"Equestrianism Mixed Jumping, Individual",0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0
3719,26.0,164.0,67.0,2016,"Equestrianism Mixed Three-Day Event, Individual",1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,7.0,3.0,1.0,3.0,7.0,3.0,1.0,3.0
3832,21.0,195.0,80.0,1988,"Equestrianism Mixed Jumping, Individual",0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,3.0,2.0,0.0,1.0,4.0,2.0,0.0,2.0
3942,32.0,190.0,80.0,1988,"Equestrianism Mixed Dressage, Individual",0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,7.0,3.0,2.0,2.0,7.0,3.0,2.0,2.0
4010,26.0,163.0,60.0,2000,"Equestrianism Mixed Three-Day Event, Individual",1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,5.0,1.0,1.0,3.0,5.0,1.0,1.0,3.0
4035,19.0,189.0,76.0,2016,"Equestrianism Mixed Jumping, Individual",0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,7.0,1.0,1.0,5.0,7.0,1.0,1.0,5.0
4251,29.0,158.0,60.0,2000,"Equestrianism Mixed Three-Day Event, Individual",0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,5.0,1.0,1.0,3.0,5.0,1.0,1.0,3.0
4335,26.0,177.0,64.0,1964,"Equestrianism Mixed Three-Day Event, Individual",0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
4335,30.0,177.0,64.0,1968,"Equestrianism Mixed Three-Day Event, Individual",0,1,0,0,0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0
4336,32.0,169.0,66.0,1972,"Equestrianism Mixed Three-Day Event, Individual",0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
4344,34.0,165.0,48.0,2004,"Equestrianism Mixed Jumping, Individual",1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
4345,31.0,180.0,74.0,2004,"Equestrianism Mixed Jumping, Individual",0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
4419,25.0,167.0,57.0,1976,"Equestrianism Mixed Three-Day Event, Individual",1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0
4522,23.0,153.0,43.0,2000,"Equestrianism Mixed Three-Day Event, Individual",1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,5.0,1.0,1.0,3.0,5.0,1.0,1.0,3.0
4522,27.0,153.0,43.0,2004,"Equestrianism Mixed Three-Day Event, Individual",1,0,0,0,0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0
4718,37.0,172.0,73.0,2016,"Equestrianism Mixed Three-Day Event, Individual",0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,7.0,3.0,1.0,3.0,7.0,3.0,1.0,3.0
4729,29.0,169.0,57.0,2004,"Equestrianism Mixed Three-Day Event, Individual",1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0
4807,43.0,171.0,61.0,1968,"Equestrianism Mixed Jumping, Individual",0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,4.0,1.0,1.0,2.0,4.0,1.0,1.0,2.0
5018,23.0,172.0,63.0,1960,"Equestrianism Men's Three-Day Event, Individual",0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5018,27.0,172.0,63.0,1964,"Equestrianism Mixed Three-Day Event, Individual",0,1,0,0,0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
5018,31.0,172.0,63.0,1968,"Equestrianism Mixed Three-Day Event, Individual",0,1,0,0,0,0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0
